estado,1,2,3,sem,m_acum,f_acum,acum,semana,year,8,9
San Luis Potosí,0.0,0.0,0.0,0.0,0.0,1.0,4.0,49,2015,0.0,
Sinaloa,0.0,0.0,0.0,0.0,0.0,6.0,30.0,49,2015,0.0,
Sonora,0.0,27.0,16.0,0.0,0.0,21.0,25.0,49,2015,0.0,
Tabasco,0.0,0.0,0.0,0.0,0.0,3.0,2.0,49,2015,0.0,
Tamaulipas,0.0,0.0,0.0,0.0,0.0,9.0,11.0,49,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,2015,0.0,
Veracruz,0.0,0.0,0.0,0.0,0.0,0.0,5.0,49,2015,0.0,
Yucatán,0.0,0.0,0.0,0.0,0.0,6.0,3.0,49,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,6.0,49,2015,0.0,
TOTAL,0.0,58.0,45.0,0.0,1.0,98.0,165.0,49,2015,0.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2015,0.0,
Baja California,2.0,24.0,20.0,0.0,1.0,7.0,7.0,50,2015,0.0,
Baja California Sur,0.0,0.0,0.0,0.0,0.0,1.0,8.0,50,2015,0.0,
Campeche,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50,2015,0.0,
Coahuila,1.0,3.0,0.0,0.0,0.0,4.0,2.0,50,2015,0.0,
Colima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2015,0.0,
Chiapas,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50,2015,0.0,
Chihuahua,0.0,6.0,9.0,0.0,1.0,4.0,5.0,50,2015,0.0,
Ciudad de México,0.0,0.0,1.0,0.0,0.0,1.0,1.0,50,2015,0.0,
Durango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50,2015,0.0,
Guerrero,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50,2015,0.0,
Hidalgo,0.0,0.0,0.0,0.0,0.0,2.0,3.0,50,2015,0.0,
Jalisco,0.0,0.0,0.0,0.0,1.0,4.0,7.0,50,2015,0.0,
México,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2015,0.0,
Michoacán,0.0,0.0,0.0,0.0,0.0,1.0,7.0,50,2015,0.0,
Morelos,0.0,0.0,0.0,0.0,0.0,13.0,10.0,50,2015,0.0,
Nayarit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2015,0.0,
Nuevo León,0.0,0.0,0.0,0.0,0.0,11.0,18.0,50,2015,0.0,
Oaxaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2015,0.0,
Puebla,0.0,0.0,0.0,0.0,0.0,2.0,2.0,50,2015,0.0,
Querétaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2015,0.0,
Quintana Roo,0.0,0.0,0.0,0.0,0.0,3.0,2.0,50,2015,0.0,
San Luis Potosí,0.0,0.0,0.0,0.0,0.0,1.0,4.0,50,2015,0.0,
Sinaloa,0.0,0.0,0.0,0.0,0.0,6.0,30.0,50,2015,0.0,
Sonora,0.0,27.0,16.0,0.0,0.0,21.0,25.0,50,2015,0.0,
Tabasco,0.0,0.0,0.0,0.0,0.0,3.0,2.0,50,2015,0.0,
Tamaulipas,0.0,0.0,0.0,0.0,0.0,9.0,11.0,50,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2015,0.0,
Veracruz,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50,2015,0.0,
Yucatán,0.0,0.0,0.0,0.0,0.0,6.0,3.0,50,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50,2015,0.0,
TOTAL,3.0,60.0,46.0,0.0,3.0,99.0,167.0,50,2015,0.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,2015,0.0,
Baja California,0.0,24.0,20.0,0.0,0.0,7.0,7.0,51,2015,0.0,
Baja California Sur,0.0,0.0,0.0,0.0,0.0,1.0,8.0,51,2015,0.0,
Campeche,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51,2015,0.0,
Coahuila,0.0,3.0,0.0,0.0,0.0,4.0,2.0,51,2015,0.0,
Colima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,2015,0.0,
Chiapas,0.0,0.0,0.0,0.0,0.0,0.0,2.0,51,2015,0.0,
Chihuahua,0.0,6.0,9.0,0.0,0.0,4.0,5.0,51,2015,0.0,
Ciudad de México,0.0,0.0,1.0,0.0,0.0,1.0,1.0,51,2015,0.0,
Durango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51,2015,0.0,
Guerrero,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51,2015,0.0,
Hidalgo,0.0,0.0,0.0,0.0,0.0,2.0,3.0,51,2015,0.0,
Jalisco,0.0,0.0,0.0,0.0,0.0,4.0,7.0,51,2015,0.0,
México,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,2015,0.0,
Michoacán,0.0,0.0,0.0,0.0,0.0,1.0,7.0,51,2015,0.0,
Morelos,0.0,0.0,0.0,0.0,0.0,13.0,10.0,51,2015,0.0,
Nayarit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,2015,0.0,
Nuevo León,0.0,0.0,0.0,0.0,0.0,11.0,18.0,51,2015,0.0,
Oaxaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,2015,0.0,
Puebla,0.0,0.0,0.0,0.0,0.0,2.0,2.0,51,2015,0.0,
Querétaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,2015,0.0,
Quintana Roo,0.0,0.0,0.0,0.0,0.0,3.0,2.0,51,2015,0.0,
San Luis Potosí,0.0,0.0,0.0,0.0,0.0,1.0,4.0,51,2015,0.0,
Sinaloa,0.0,0.0,0.0,0.0,0.0,6.0,30.0,51,2015,0.0,
Sonora,0.0,27.0,16.0,0.0,0.0,21.0,25.0,51,2015,0.0,
Tabasco,0.0,0.0,0.0,0.0,0.0,3.0,2.0,51,2015,0.0,
Tamaulipas,0.0,0.0,0.0,0.0,0.0,9.0,11.0,51,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,2015,0.0,
Veracruz,0.0,0.0,0.0,0.0,0.0,0.0,5.0,51,2015,0.0,
Yucatán,0.0,0.0,0.0,0.0,0.0,6.0,3.0,51,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,6.0,51,2015,0.0,
TOTAL,0.0,60.0,46.0,0.0,0.0,99.0,167.0,51,2015,0.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,2015,0.0,
Baja California,0.0,24.0,20.0,0.0,0.0,7.0,7.0,52,2015,0.0,
Baja California Sur,0.0,0.0,0.0,0.0,0.0,1.0,8.0,52,2015,0.0,
Campeche,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52,2015,0.0,
Coahuila,0.0,3.0,0.0,0.0,0.0,4.0,2.0,52,2015,0.0,
Colima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,2015,0.0,
Chiapas,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52,2015,0.0,
Chihuahua,0.0,6.0,9.0,0.0,0.0,4.0,5.0,52,2015,0.0,
Ciudad de México,0.0,0.0,1.0,0.0,0.0,1.0,1.0,52,2015,0.0,
Durango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52,2015,0.0,
Guerrero,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52,2015,0.0,
Hidalgo,0.0,0.0,0.0,0.0,0.0,2.0,3.0,52,2015,0.0,
Jalisco,0.0,0.0,0.0,0.0,0.0,4.0,7.0,52,2015,0.0,
México,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,2015,0.0,
Michoacán,0.0,0.0,0.0,0.0,0.0,1.0,7.0,52,2015,0.0,
Morelos,0.0,0.0,0.0,0.0,0.0,13.0,10.0,52,2015,0.0,
Nayarit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,2015,0.0,
Nuevo León,0.0,0.0,0.0,0.0,0.0,11.0,18.0,52,2015,0.0,
Oaxaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,2015,0.0,
Puebla,0.0,0.0,0.0,0.0,0.0,2.0,2.0,52,2015,0.0,
Querétaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,2015,0.0,
Quintana Roo,0.0,0.0,0.0,0.0,0.0,3.0,2.0,52,2015,0.0,
San Luis Potosí,0.0,0.0,0.0,0.0,0.0,1.0,4.0,52,2015,0.0,
Sinaloa,0.0,0.0,0.0,0.0,0.0,6.0,30.0,52,2015,0.0,
Sonora,0.0,27.0,16.0,0.0,0.0,21.0,25.0,52,2015,0.0,
Tabasco,0.0,0.0,0.0,0.0,0.0,3.0,2.0,52,2015,0.0,
Tamaulipas,0.0,0.0,0.0,0.0,0.0,9.0,11.0,52,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,2015,0.0,
Veracruz,0.0,0.0,0.0,0.0,0.0,0.0,5.0,52,2015,0.0,
Yucatán,0.0,0.0,0.0,0.0,0.0,6.0,3.0,52,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,6.0,52,2015,0.0,
TOTAL,0.0,60.0,46.0,0.0,0.0,99.0,167.0,52,2015,0.0,
