estado,1,2,3,sem,m_acum,f_acum,acum,semana,year,8,9
Baja California Sur,4.0,1.0,10.0,3.0,1.0,1.0,0.0,21,2015,1.0,
Campeche,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,2015,0.0,
Coahuila,0.0,1.0,0.0,3.0,0.0,1.0,4.0,21,2015,43.0,
Colima,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21,2015,0.0,
Chiapas,0.0,2.0,1.0,1.0,0.0,0.0,0.0,21,2015,0.0,
Chihuahua,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21,2015,3.0,
Ciudad de México,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2015,0.0,
Durango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,2015,0.0,
Guerrero,0.0,2.0,4.0,0.0,0.0,0.0,0.0,21,2015,0.0,
Hidalgo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,2015,0.0,
Jalisco,0.0,0.0,3.0,0.0,0.0,0.0,0.0,21,2015,0.0,
México,0.0,1.0,2.0,0.0,0.0,0.0,0.0,21,2015,0.0,
Michoacán,1.0,7.0,11.0,1.0,0.0,0.0,0.0,21,2015,0.0,
Morelos,1.0,12.0,22.0,0.0,0.0,0.0,0.0,21,2015,2.0,
Nayarit,2.0,7.0,7.0,1.0,0.0,0.0,0.0,21,2015,0.0,
Nuevo León,1.0,5.0,9.0,0.0,0.0,1.0,5.0,21,2015,17.0,
Oaxaca,0.0,1.0,0.0,2.0,0.0,0.0,0.0,21,2015,0.0,
Puebla,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21,2015,0.0,
Querétaro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,2015,0.0,
Quintana Roo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2015,0.0,
San Luis Potosí,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2015,0.0,
Sinaloa,26.0,119.0,403.0,0.0,0.0,0.0,4.0,21,2015,5.0,
Sonora,0.0,1.0,4.0,15.0,3.0,13.0,14.0,21,2015,9.0,
Tabasco,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21,2015,0.0,
Tamaulipas,1.0,2.0,6.0,0.0,0.0,0.0,0.0,21,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2015,0.0,
Veracruz,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21,2015,0.0,
Yucatán,1.0,9.0,8.0,1.0,0.0,0.0,0.0,21,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2015,0.0,
TOTAL,47.0,195.0,540.0,35.0,4.0,19.0,34.0,21,2015,107.0,
Aguascalientes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22,2015,0.0,
Baja California,3.0,23.0,45.0,14.0,0.0,2.0,5.0,22,2015,30.0,
Baja California Sur,1.0,1.0,11.0,3.0,0.0,1.0,0.0,22,2015,1.0,
Campeche,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22,2015,0.0,
Coahuila,0.0,1.0,0.0,3.0,1.0,2.0,4.0,22,2015,47.0,
Colima,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22,2015,0.0,
Chiapas,0.0,2.0,1.0,1.0,0.0,0.0,0.0,22,2015,0.0,
Chihuahua,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22,2015,3.0,
Ciudad de México,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22,2015,0.0,
Durango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22,2015,0.0,
Guerrero,0.0,2.0,4.0,0.0,0.0,0.0,0.0,22,2015,0.0,
Hidalgo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22,2015,0.0,
Jalisco,0.0,1.0,3.0,0.0,0.0,0.0,0.0,22,2015,0.0,
México,1.0,1.0,3.0,0.0,0.0,0.0,0.0,22,2015,0.0,
Michoacán,1.0,8.0,11.0,1.0,0.0,0.0,0.0,22,2015,0.0,
Morelos,2.0,12.0,24.0,0.0,0.0,0.0,0.0,22,2015,2.0,
Nayarit,0.0,7.0,7.0,1.0,0.0,0.0,0.0,22,2015,0.0,
Nuevo León,1.0,5.0,10.0,0.0,0.0,1.0,5.0,22,2015,17.0,
Oaxaca,0.0,1.0,0.0,3.0,0.0,0.0,0.0,22,2015,0.0,
Puebla,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22,2015,0.0,
Querétaro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22,2015,0.0,
Quintana Roo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2015,0.0,
San Luis Potosí,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22,2015,0.0,
Sinaloa,29.0,127.0,424.0,0.0,0.0,0.0,4.0,22,2015,5.0,
Sonora,0.0,1.0,4.0,17.0,2.0,14.0,15.0,22,2015,13.0,
Tabasco,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22,2015,0.0,
Tamaulipas,0.0,2.0,6.0,0.0,0.0,0.0,0.0,22,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2015,0.0,
Veracruz,4.0,2.0,4.0,0.0,0.0,0.0,0.0,22,2015,0.0,
Yucatán,1.0,10.0,8.0,1.0,0.0,0.0,0.0,22,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2015,0.0,
TOTAL,45.0,211.0,570.0,44.0,3.0,21.0,35.0,22,2015,118.0,
Aguascalientes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23,2015,0.0,
Baja California,7.0,27.0,48.0,15.0,1.0,3.0,5.0,23,2015,33.0,
Baja California Sur,1.0,1.0,12.0,4.0,0.0,1.0,0.0,23,2015,1.0,
Campeche,1.0,0.0,2.0,0.0,0.0,0.0,0.0,23,2015,0.0,
Coahuila,0.0,1.0,0.0,3.0,0.0,2.0,4.0,23,2015,51.0,
Colima,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23,2015,0.0,
Chiapas,0.0,2.0,1.0,1.0,0.0,0.0,0.0,23,2015,0.0,
Chihuahua,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23,2015,3.0,
Ciudad de México,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23,2015,0.0,
Durango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,2015,0.0,
Guerrero,0.0,2.0,4.0,1.0,0.0,0.0,0.0,23,2015,0.0,
Hidalgo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23,2015,0.0,
Jalisco,0.0,1.0,3.0,0.0,0.0,0.0,0.0,23,2015,0.0,
México,0.0,1.0,3.0,0.0,0.0,0.0,0.0,23,2015,0.0,
Michoacán,2.0,9.0,12.0,1.0,0.0,0.0,0.0,23,2015,0.0,
Morelos,2.0,13.0,25.0,0.0,0.0,0.0,0.0,23,2015,2.0,
Nayarit,2.0,7.0,9.0,1.0,0.0,0.0,0.0,23,2015,0.0,
Nuevo León,3.0,5.0,13.0,0.0,0.0,1.0,5.0,23,2015,17.0,
Oaxaca,0.0,1.0,0.0,4.0,0.0,0.0,0.0,23,2015,0.0,
Puebla,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23,2015,0.0,
Querétaro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23,2015,0.0,
Quintana Roo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2015,0.0,
San Luis Potosí,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23,2015,0.0,
Sinaloa,31.0,131.0,451.0,0.0,0.0,0.0,4.0,23,2015,5.0,
Sonora,0.0,1.0,4.0,18.0,4.0,16.0,17.0,23,2015,15.0,
Tabasco,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23,2015,0.0,
Tamaulipas,1.0,2.0,7.0,0.0,0.0,0.0,0.0,23,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2015,0.0,
Veracruz,0.0,2.0,4.0,0.0,0.0,0.0,0.0,23,2015,0.0,
Yucatán,0.0,10.0,8.0,1.0,0.0,0.0,0.0,23,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2015,0.0,
TOTAL,50.0,221.0,610.0,49.0,5.0,25.0,37.0,23,2015,127.0,
Aguascalientes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24,2015,0.0,
Baja California,1.0,28.0,48.0,15.0,2.0,4.0,6.0,24,2015,38.0,
Baja California Sur,0.0,1.0,12.0,5.0,0.0,1.0,0.0,24,2015,1.0,
Campeche,2.0,0.0,4.0,0.0,0.0,0.0,0.0,24,2015,0.0,
Coahuila,0.0,1.0,0.0,3.0,1.0,2.0,5.0,24,2015,58.0,
Colima,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24,2015,0.0,
Chiapas,1.0,2.0,2.0,1.0,0.0,0.0,0.0,24,2015,0.0,
Chihuahua,0.0,2.0,0.0,0.0,0.0,1.0,0.0,24,2015,3.0,
Ciudad de México,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24,2015,0.0,
Durango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24,2015,0.0,
Guerrero,0.0,2.0,4.0,1.0,0.0,0.0,0.0,24,2015,0.0,
Hidalgo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24,2015,0.0,
Jalisco,0.0,1.0,3.0,0.0,0.0,0.0,0.0,24,2015,0.0,
México,0.0,1.0,3.0,0.0,0.0,0.0,0.0,24,2015,0.0,
Michoacán,0.0,9.0,14.0,1.0,0.0,0.0,0.0,24,2015,0.0,
Morelos,1.0,13.0,26.0,0.0,0.0,0.0,0.0,24,2015,2.0,
Nayarit,0.0,7.0,9.0,1.0,0.0,0.0,0.0,24,2015,0.0,
Nuevo León,2.0,5.0,15.0,0.0,0.0,1.0,6.0,24,2015,18.0,
Oaxaca,0.0,1.0,0.0,5.0,0.0,0.0,0.0,24,2015,0.0,
Puebla,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24,2015,0.0,
Querétaro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24,2015,0.0,
Quintana Roo,1.0,0.0,1.0,0.0,1.0,1.0,0.0,24,2015,0.0,
San Luis Potosí,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24,2015,0.0,
Sinaloa,41.0,141.0,482.0,0.0,0.0,0.0,4.0,24,2015,5.0,
Sonora,0.0,1.0,4.0,18.0,4.0,19.0,18.0,24,2015,17.0,
Tabasco,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24,2015,0.0,
Tamaulipas,3.0,2.0,10.0,0.0,0.0,0.0,0.0,24,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,2015,0.0,
Veracruz,0.0,2.0,4.0,0.0,0.0,0.0,0.0,24,2015,0.0,
Yucatán,1.0,10.0,9.0,1.0,0.0,0.0,0.0,24,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,2015,0.0,
TOTAL,53.0,233.0,654.0,51.0,8.0,30.0,41.0,24,2015,142.0,
Aguascalientes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25,2015,0.0,
Baja California,3.0,30.0,49.0,15.0,3.0,7.0,6.0,25,2015,43.0,
Baja California Sur,0.0,1.0,12.0,5.0,0.0,1.0,0.0,25,2015,1.0,
Campeche,0.0,0.0,4.0,0.0,0.0,0.0,0.0,25,2015,0.0,
Coahuila,0.0,1.0,0.0,3.0,2.0,3.0,6.0,25,2015,60.0,
Colima,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25,2015,0.0,
Chiapas,0.0,2.0,2.0,1.0,0.0,0.0,0.0,25,2015,0.0,
Chihuahua,0.0,2.0,0.0,0.0,0.0,1.0,0.0,25,2015,3.0,
Ciudad de México,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25,2015,0.0,
Durango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,2015,0.0,
Guerrero,0.0,2.0,4.0,1.0,0.0,0.0,0.0,25,2015,0.0,
Hidalgo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25,2015,0.0,
Jalisco,0.0,1.0,3.0,0.0,0.0,0.0,0.0,25,2015,0.0,
México,0.0,1.0,3.0,0.0,0.0,0.0,0.0,25,2015,0.0,
Michoacán,2.0,9.0,16.0,1.0,0.0,0.0,0.0,25,2015,0.0,
Morelos,0.0,13.0,26.0,0.0,0.0,0.0,0.0,25,2015,2.0,
Nayarit,1.0,7.0,10.0,1.0,0.0,0.0,0.0,25,2015,0.0,
Nuevo León,1.0,5.0,16.0,0.0,0.0,1.0,6.0,25,2015,18.0,
Oaxaca,0.0,1.0,0.0,5.0,0.0,0.0,0.0,25,2015,0.0,
Puebla,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25,2015,0.0,
Querétaro,1.0,0.0,2.0,0.0,0.0,0.0,0.0,25,2015,0.0,
Quintana Roo,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25,2015,0.0,
San Luis Potosí,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25,2015,0.0,
Sinaloa,19.0,146.0,496.0,0.0,0.0,0.0,4.0,25,2015,5.0,
Sonora,0.0,1.0,4.0,19.0,2.0,20.0,19.0,25,2015,20.0,
Tabasco,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25,2015,0.0,
Tamaulipas,3.0,3.0,12.0,0.0,0.0,0.0,0.0,25,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2015,0.0,
Veracruz,0.0,2.0,4.0,0.0,0.0,0.0,0.0,25,2015,0.0,
Yucatán,0.0,10.0,9.0,1.0,0.0,0.0,0.0,25,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2015,0.0,
TOTAL,30.0,241.0,676.0,52.0,7.0,35.0,43.0,25,2015,152.0,
Aguascalientes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26,2015,0.0,
Baja California,5.0,32.0,52.0,17.0,2.0,8.0,7.0,26,2015,47.0,
Baja California Sur,2.0,2.0,13.0,5.0,0.0,1.0,0.0,26,2015,1.0,
Campeche,1.0,0.0,5.0,0.0,0.0,0.0,0.0,26,2015,0.0,
Coahuila,0.0,1.0,0.0,3.0,1.0,3.0,7.0,26,2015,67.0,
Colima,1.0,1.0,0.0,0.0,0.0,1.0,1.0,26,2015,0.0,
Chiapas,0.0,2.0,2.0,1.0,0.0,0.0,0.0,26,2015,0.0,
Chihuahua,0.0,2.0,0.0,0.0,0.0,1.0,0.0,26,2015,3.0,
Ciudad de México,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26,2015,0.0,
Durango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26,2015,0.0,
Guerrero,0.0,2.0,4.0,1.0,0.0,0.0,0.0,26,2015,0.0,
Hidalgo,1.0,1.0,1.0,0.0,0.0,0.0,0.0,26,2015,0.0,
Jalisco,0.0,1.0,3.0,0.0,0.0,0.0,0.0,26,2015,0.0,
México,0.0,1.0,3.0,0.0,0.0,0.0,0.0,26,2015,0.0,
Michoacán,1.0,9.0,17.0,1.0,0.0,0.0,0.0,26,2015,0.0,
Morelos,8.0,15.0,32.0,0.0,0.0,0.0,0.0,26,2015,2.0,
Nayarit,0.0,7.0,10.0,1.0,0.0,0.0,0.0,26,2015,0.0,
Nuevo León,0.0,5.0,16.0,0.0,0.0,1.0,7.0,26,2015,18.0,
Oaxaca,0.0,1.0,2.0,5.0,0.0,0.0,0.0,26,2015,0.0,
Puebla,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,26,2015,0.0,
Quintana Roo,0.0,0.0,1.0,0.0,0.0,1.0,0.0,26,2015,2.0,
San Luis Potosí,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26,2015,0.0,
Sinaloa,24.0,153.0,516.0,0.0,0.0,1.0,5.0,26,2015,5.0,
Sonora,1.0,1.0,5.0,20.0,0.0,20.0,20.0,26,2015,21.0,
Tabasco,0.0,1.0,1.0,0.0,0.0,0.0,0.0,26,2015,0.0,
Tamaulipas,4.0,4.0,15.0,0.0,0.0,0.0,0.0,26,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2015,0.0,
Veracruz,2.0,2.0,6.0,0.0,0.0,0.0,0.0,26,2015,0.0,
Yucatán,1.0,11.0,9.0,1.0,0.0,0.0,0.0,26,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2015,0.0,
TOTAL,51.0,257.0,716.0,55.0,3.0,37.0,48.0,26,2015,166.0,
Aguascalientes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27,2015,0.0,
Baja California,7.0,37.0,54.0,24.0,4.0,11.0,8.0,27,2015,49.0,
Baja California Sur,3.0,5.0,13.0,6.0,0.0,1.0,0.0,27,2015,1.0,
Campeche,1.0,0.0,6.0,0.0,0.0,0.0,0.0,27,2015,0.0,
Coahuila,0.0,1.0,0.0,3.0,0.0,3.0,7.0,27,2015,69.0,
Colima,0.0,1.0,0.0,0.0,0.0,1.0,1.0,27,2015,0.0,
Chiapas,0.0,2.0,2.0,1.0,0.0,0.0,0.0,27,2015,0.0,
Chihuahua,0.0,2.0,0.0,0.0,0.0,1.0,0.0,27,2015,3.0,
Ciudad de México,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27,2015,0.0,
Durango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27,2015,0.0,
Guerrero,0.0,2.0,4.0,1.0,0.0,0.0,0.0,27,2015,0.0,
Hidalgo,0.0,1.0,1.0,0.0,0.0,0.0,0.0,27,2015,0.0,
Jalisco,0.0,1.0,3.0,0.0,0.0,0.0,0.0,27,2015,0.0,
México,1.0,1.0,4.0,0.0,0.0,0.0,0.0,27,2015,0.0,
Michoacán,1.0,9.0,18.0,1.0,0.0,0.0,0.0,27,2015,0.0,
Morelos,2.0,16.0,33.0,0.0,0.0,0.0,0.0,27,2015,2.0,
Nayarit,2.0,8.0,11.0,1.0,0.0,0.0,0.0,27,2015,0.0,
Nuevo León,1.0,5.0,17.0,0.0,0.0,1.0,7.0,27,2015,18.0,
Oaxaca,0.0,1.0,2.0,6.0,0.0,0.0,0.0,27,2015,0.0,
Puebla,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,27,2015,0.0,
Quintana Roo,1.0,0.0,2.0,0.0,0.0,1.0,0.0,27,2015,2.0,
San Luis Potosí,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27,2015,0.0,
Sinaloa,26.0,159.0,536.0,0.0,0.0,1.0,5.0,27,2015,5.0,
Sonora,3.0,2.0,7.0,24.0,6.0,23.0,23.0,27,2015,22.0,
Tabasco,1.0,2.0,1.0,0.0,0.0,0.0,0.0,27,2015,0.0,
Tamaulipas,2.0,6.0,15.0,0.0,0.0,0.0,0.0,27,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2015,0.0,
Veracruz,0.0,2.0,6.0,0.0,0.0,0.0,0.0,27,2015,0.0,
Yucatán,3.0,13.0,10.0,1.0,0.0,0.0,0.0,27,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2015,0.0,
TOTAL,54.0,279.0,748.0,68.0,10.0,43.0,52.0,27,2015,171.0,
Aguascalientes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28,2015,0.0,
Baja California,5.0,40.0,56.0,25.0,4.0,13.0,10.0,28,2015,55.0,
Baja California Sur,2.0,6.0,14.0,10.0,0.0,1.0,0.0,28,2015,1.0,
Campeche,1.0,0.0,7.0,0.0,0.0,0.0,0.0,28,2015,0.0,
Coahuila,0.0,1.0,0.0,3.0,0.0,3.0,7.0,28,2015,70.0,
Colima,0.0,1.0,0.0,0.0,0.0,1.0,1.0,28,2015,0.0,
Chiapas,0.0,2.0,2.0,1.0,0.0,0.0,0.0,28,2015,0.0,
Chihuahua,0.0,2.0,0.0,0.0,0.0,1.0,0.0,28,2015,3.0,
Ciudad de México,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28,2015,0.0,
Durango,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28,2015,0.0,
Guerrero,1.0,2.0,5.0,1.0,0.0,0.0,0.0,28,2015,0.0,
Hidalgo,2.0,3.0,2.0,0.0,0.0,0.0,0.0,28,2015,0.0,
Jalisco,0.0,1.0,3.0,0.0,0.0,0.0,0.0,28,2015,0.0,
México,0.0,1.0,4.0,0.0,0.0,0.0,0.0,28,2015,0.0,
Michoacán,3.0,11.0,19.0,1.0,0.0,0.0,0.0,28,2015,0.0,
Morelos,2.0,17.0,34.0,0.0,0.0,0.0,0.0,28,2015,2.0,
Nayarit,0.0,8.0,11.0,1.0,0.0,0.0,0.0,28,2015,0.0,
Nuevo León,3.0,7.0,18.0,0.0,0.0,1.0,7.0,28,2015,19.0,
Oaxaca,0.0,1.0,2.0,7.0,0.0,0.0,0.0,28,2015,0.0,
Puebla,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28,2015,0.0,
Quintana Roo,1.0,0.0,2.0,0.0,0.0,1.0,0.0,28,2015,2.0,
San Luis Potosí,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28,2015,0.0,
Sinaloa,12.0,163.0,544.0,0.0,2.0,2.0,6.0,28,2015,5.0,
Sonora,0.0,2.0,7.0,24.0,2.0,24.0,24.0,28,2015,23.0,
Tabasco,0.0,2.0,1.0,0.0,0.0,0.0,0.0,28,2015,0.0,
Tamaulipas,1.0,6.0,15.0,0.0,0.0,0.0,0.0,28,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,2015,0.0,
Veracruz,2.0,2.0,8.0,0.0,0.0,0.0,0.0,28,2015,0.0,
Yucatán,1.0,13.0,11.0,2.0,0.0,0.0,0.0,28,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,2015,0.0,
TOTAL,36.0,294.0,768.0,76.0,8.0,47.0,56.0,28,2015,180.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,2015,0.0,
Baja California,10.0,42.0,63.0,30.0,8.0,17.0,14.0,29,2015,56.0,
Baja California Sur,2.0,6.0,16.0,10.0,0.0,1.0,0.0,29,2015,1.0,
Campeche,1.0,0.0,8.0,0.0,0.0,0.0,0.0,29,2015,0.0,
Coahuila,0.0,1.0,0.0,3.0,1.0,3.0,8.0,29,2015,73.0,
Colima,0.0,1.0,0.0,0.0,0.0,1.0,1.0,29,2015,0.0,
Chiapas,0.0,2.0,2.0,1.0,0.0,0.0,0.0,29,2015,0.0,
Chihuahua,0.0,2.0,0.0,0.0,0.0,1.0,0.0,29,2015,3.0,
Ciudad de México,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29,2015,0.0,
Durango,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,1.0,0.0,2.0,29,2015,0.0,
Guerrero,0.0,1.0,5.0,1.0,0.0,0.0,0.0,29,2015,0.0,
Hidalgo,0.0,3.0,2.0,0.0,0.0,0.0,0.0,29,2015,0.0,
Jalisco,0.0,1.0,3.0,0.0,0.0,0.0,0.0,29,2015,0.0,
México,0.0,1.0,4.0,0.0,0.0,0.0,0.0,29,2015,0.0,
Michoacán,0.0,11.0,19.0,1.0,0.0,0.0,0.0,29,2015,0.0,
Morelos,2.0,17.0,36.0,0.0,0.0,0.0,0.0,29,2015,2.0,
Nayarit,0.0,8.0,11.0,1.0,0.0,0.0,0.0,29,2015,0.0,
Nuevo León,2.0,8.0,18.0,0.0,0.0,1.0,7.0,29,2015,19.0,
Oaxaca,0.0,1.0,2.0,7.0,0.0,0.0,0.0,29,2015,0.0,
Puebla,1.0,1.0,1.0,0.0,0.0,0.0,0.0,29,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,29,2015,0.0,
Quintana Roo,1.0,1.0,2.0,0.0,0.0,1.0,0.0,29,2015,2.0,
San Luis Potosí,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29,2015,0.0,
Sinaloa,22.0,168.0,561.0,0.0,0.0,2.0,6.0,29,2015,5.0,
Sonora,0.0,2.0,10.0,24.0,1.0,28.0,25.0,29,2015,30.0,
Tabasco,0.0,2.0,1.0,0.0,0.0,0.0,0.0,29,2015,0.0,
Tamaulipas,4.0,4.0,9.0,0.0,0.0,0.0,0.0,29,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,2015,0.0,
Veracruz,2.0,4.0,8.0,0.0,0.0,0.0,0.0,29,2015,0.0,
Yucatán,2.0,14.0,12.0,2.0,0.0,0.0,0.0,29,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,2015,0.0,
TOTAL,49.0,302.0,796.0,81.0,11.0,55.0,63.0,29,2015,191.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2015,0.0,
Baja California,6.0,45.0,66.0,30.0,9.0,22.0,18.0,30,2015,57.0,
Baja California Sur,0.0,6.0,16.0,11.0,1.0,1.0,1.0,30,2015,2.0,
Campeche,0.0,0.0,7.0,0.0,0.0,0.0,0.0,30,2015,0.0,
Coahuila,0.0,1.0,0.0,3.0,0.0,3.0,8.0,30,2015,73.0,
Colima,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,2015,0.0,
Chiapas,1.0,2.0,3.0,1.0,0.0,0.0,0.0,30,2015,0.0,
Chihuahua,0.0,2.0,0.0,0.0,0.0,1.0,0.0,30,2015,3.0,
Ciudad de México,1.0,0.0,2.0,0.0,0.0,0.0,0.0,30,2015,0.0,
Durango,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30,2015,0.0,
Guerrero,0.0,1.0,7.0,1.0,0.0,0.0,0.0,30,2015,0.0,
Hidalgo,2.0,4.0,3.0,0.0,0.0,0.0,0.0,30,2015,0.0,
Jalisco,0.0,1.0,3.0,0.0,0.0,0.0,0.0,30,2015,0.0,
México,0.0,1.0,4.0,0.0,0.0,0.0,0.0,30,2015,0.0,
Michoacán,0.0,11.0,19.0,1.0,0.0,0.0,0.0,30,2015,0.0,
Morelos,7.0,17.0,43.0,0.0,0.0,0.0,0.0,30,2015,2.0,
Nayarit,1.0,8.0,12.0,1.0,0.0,0.0,0.0,30,2015,0.0,
Nuevo León,2.0,9.0,19.0,0.0,0.0,1.0,7.0,30,2015,19.0,
Oaxaca,0.0,1.0,2.0,7.0,0.0,0.0,0.0,30,2015,0.0,
